108919,797727
19724,29831
108919,1127190
121463,4518304
611116,1206373
299505,4518134
92992,3018508
48644,1315386
48129,1781840
48644,1195119
48644,48642
189998,2865339
289433,1315386
299505,1670413
306224,1669416
92992,510007
611116,1669082
48129,4518287
121463,2404097
195198,794470
299505,1206413
195198,482965
391414,3191849
108919,4311704
73889,1063918
299505,330206
108919,4177727
572977,188569
48129,797727
289433,4421538
306224,483426
175043,345304
73889,3999007
189998,792314
48644,2436269
121463,3597413
92992,4064994
175043,1318840
48644,2775799
306224,2180410
289433,4518120
73889,3208403
121463,4013881
