Ava_Gardner,55_Days_at_Peking
Carole_Lombard,Nothing_Sacred_(film)
Ava_Gardner,Mogambo
Brad_Pitt,A_River_Runs_Through_It_(film)
Brad_Pitt,The_Tree_of_Life_(film)
Anthony_Quinn,Zorba_the_Greek_(film)
Brad_Pitt,Snatch_(film)
Cameron_Diaz,A_Life_Less_Ordinary
Andie_MacDowell,Green_Card_(film)
Alan_Rickman,Galaxy_Quest
Al_Pacino,Heat_(1995_film)
Charlton_Heston,The_Big_Country
Al_Pacino,The_Godfather_Part_II
Al_Pacino,Dog_Day_Afternoon
Cary_Grant,Destination_Tokyo
Ashley_Judd,Heat_(1995_film)
Brad_Pitt,Megamind
Andie_MacDowell,St._Elmo's_Fire_(film)
Albert_Finney,Miller's_Crossing
Alan_Rickman,Die_Hard
Cameron_Diaz,Vanilla_Sky
Charlton_Heston,Soylent_Green
Anthony_Quinn,Jungle_Fever
Audrey_Hepburn,The_Nun's_Story_(film)
Andie_MacDowell,Beauty_Shop
Audrey_Hepburn,Breakfast_at_Tiffany's_(film)
Bruce_Lee,Enter_the_Dragon
Ava_Gardner,Seven_Days_in_May
Antonio_Banderas,Spy_Kids
Andie_MacDowell,Four_Weddings_and_a_Funeral
Ava_Gardner,On_the_Beach_(1959_film)
Alyson_Hannigan,Buffy_the_Vampire_Slayer
Brad_Pitt,Legends_of_the_Fall
Brad_Pitt,12_Monkeys
Charlton_Heston,55_Days_at_Peking
Ashley_Judd,Tooth_Fairy_(2010_film)
Albert_Finney,Traffic_(2000_film)
Barbara_Stanwyck,Ball_of_Fire
Antonio_Banderas,Desperado_(film)
Cary_Grant,Operation_Petticoat
Al_Pacino,Carlito's_Way
Anthony_Quinn,The_Secret_of_Santa_Vittoria
Alan_Rickman,Bob_Roberts
Barbara_Stanwyck,"Sorry,_Wrong_Number"
Al_Pacino,Serpico
Brad_Pitt,The_Devil's_Own
Albert_Finney,Amazing_Grace_(2006_film)
Ashley_Judd,Where_the_Heart_Is_(2000_film)
Antonio_Banderas,Assassins_(film)
Anthony_Quinn,The_Shoes_of_the_Fisherman
Antonio_Banderas,Evita_(1996_film)
